SubTask,Instruction,molecule
AtomNum,"There is a molecule with 13 carbon atoms, 2 oxygen atoms, 2 nitrogen atoms, and 1 sulfur atom.",CC(C)CSc1nc2ccccc2n1CC(=O)[O-]
BondNum,"There is a molecule consisting of 15 single bonds, 2 double bonds, 2 rotatable bonds, and 11 aromatic bonds.",O=C(c1ccsc1)N1CCC2(CCCN(C(=O)c3cnccn3)C2)C1
FunctionalGroup,There is a molecule consisting of and 1 benzene ring group.,CCCC[NH2+]CCCCOc1c(OC)cccc1OC
AddComponent,Please add a benzene ring to the molecule C=CCc1ccccc1OCCCCn1c(CCCNC(=O)C2CCCO2)nc2ccccc21.,C=CCc1ccccc1OC(CCCn1c(CCCNC(=O)C2CCCO2)nc2ccccc21)c1ccccc1
SubComponent,Modify the molecule halo by substituting a Cc1cc(F)c(S(=O)(=O)Nc2cccc(C)c2Br)cc1N with a nitrile.,Cc1cc(C#N)c(S(=O)(=O)Nc2cccc(C)c2Br)cc1N
DelComponent,Remove a Cc1ccc(C)c(N(CCCC(=O)N(Cc2cccc(Cl)c2)C(Cc2ccccc2)C(=O)NC(C)(C)C)S(C)(=O)=O)c1 from the molecule halo.,Cc1ccc(C)c(N(CCCC(=O)N(Cc2ccccc2)C(Cc2ccccc2)C(=O)NC(C)(C)C)S(C)(=O)=O)c1
LogP,Please optimize the molecule CCCCC1(CC)CS(=O)(=O)c2cc(C[NH2+]CCP(=O)(OCC)OCC)c(OC)cc2C(c2ccccc2)N1 to have a lower LogP value.,CCCCC1(CC)CS(=O)(=O)c2cc(C[NH2+]CCP(=O)(OCC)OCC)c(OC)cc2CN1
MR,Modify the molecule COC(=O)c1c(OC)cc(C(F)F)nc1N to increase its MR value.,COC(=O)c1c(OC)cc(C(F)NO)nc1N
QED,Please modify the molecule ClCC#Cc1ccc(Cl)cc1 to decrease its QED value.,ClC#CCCl
AtomNum,"The molecule consists of 12 carbon atoms, 1 oxygen atom, and 2 nitrogen atoms.",CCn1nccc1C1(O)CC2CCC1C2
BondNum,"There is a molecule consisting of 5 single bonds, 1 rotatable bond, and 12 aromatic bonds.",Cc1cc(C)c(-c2cccc(C)n2)c(C)c1
FunctionalGroup,"There is a molecule consisting of 1 benzene ring group, 1 amide group, 1 amine group, and 2 halo groups.",CC(C)CN(CCC(N)=S)C(=O)c1c(F)cccc1Br
AddComponent,Modify the molecule CC(C)(CCc1ccccn1)CN=O by adding a benzene ring.,CC(C)(CN=O)CC(c1ccccc1)c1ccccn1
SubComponent,Substitute a hydroxyl in the molecule OC1CCC2=C3CC4CCCC4CC3CCC2C1 with a halo.,BrC1CCC2=C3CC4CCCC4CC3CCC2C1
DelComponent,Modify the molecule Cc1ccc(S(=O)(=O)N2C3CCCC2c2cn[nH]c2C3=O)cc1 by removing a benzene ring.,CS(=O)(=O)N1C2CCCC1c1cn[nH]c1C2=O
LogP,Modify the molecule C#CCOc1ccc(Cl)cc1C=C1SC(=O)N(CCCCC)C1=O to decrease its LogP value.,C#CCOC(Cl)=C1SC(=O)N(CCCCC)C1=O
MR,Optimize the molecule CS(=O)(=O)c1ccc2nc(COCC(=O)[O-])[nH]c2c1 to have a higher MR value.,CS(=O)(=O)c1cc(-c2ccccc2)c2nc(COCC(=O)[O-])[nH]c2c1
QED,Please modify the molecule CCOC(=O)C[NH2+]CCC(=O)NCC(C)C to decrease its QED value.,CC(C)CNC(=O)CC[NH2+]CC(=O)OC(C)N
AtomNum,"The molecule contains 20 carbon atoms, 4 oxygen atoms, 3 nitrogen atoms, and 1 sulfur atom.",COC(=O)c1ccc(N2CCOCC2)c(NC(=S)NC(=O)c2ccccc2)c1
BondNum,"Please generate a molecule with 9 single bonds, 1 double bond, 6 rotatable bonds, and 17 aromatic bonds.",COc1cc(C(=O)Nc2cccc(I)c2)ccc1OCc1cscn1
FunctionalGroup,"There is a molecule consisting of 1 benzene ring group, 1 amide group, 1 amine group, 1 thioether group, and 1 sulfide group.",CCNC(=O)c1ccc(C2=N[NH+]=C(N3CCC3)SC2)cc1
AddComponent,Modify the molecule OC(=C1CC1)c1ccc(-c2ccnc(Nc3ccc(N4CCCCC4)cc3)n2)cc1 by adding a hydroxyl.,OC(=C1CC1)c1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1
SubComponent,Modify the molecule C[NH2+]Cc1ccc(N2CC(C(N)=O)CCC2C)c(F)c1 by substituting a halo with a nitrile.,C[NH2+]Cc1ccc(N2CC(C(N)=O)CCC2C)c(C#N)c1
DelComponent,Remove a amine from the molecule Cc1cc(NCc2cccnc2N(C)CCc2ccccn2)nc2ccccc12.,Cc1cc(Cc2cccnc2N(C)CCc2ccccn2)nc2ccccc12
LogP,Modify the molecule Cc1cc(NCCF)n2ncc(C#N)c2c1 to have a higher LogP value.,Cc1cc(NCCF)n2ncc(F)c2c1
MR,Please optimize the molecule Cc1ccc(S(=O)(=O)NCCNc2nc3cc4c(cc3cc2C#N)OCO4)cc1 to have a lower MR value.,CS(=O)(=O)NCCNc1nc2cc3c(cc2cc1C#N)OCO3
QED,Please optimize the molecule CC(C)Cn1nc(C(=O)NC(Cc2ccccc2)C(=O)NC2CC2)c2ccccc2c1=O to have a higher QED value.,CC(C)Cn1nc(C(=O)NC(c2ccccc2)C2CC2)c2ccccc2c1=O
AtomNum,"Please generate a molecule with 22 carbon atoms, 4 oxygen atoms, 3 nitrogen atoms, and 2 sulfur atoms.",COc1ccc(S(=O)(=O)N2CCC(C(=O)NCCc3nc4ccccc4s3)CC2)cc1
BondNum,"The molecule has 20 single bonds, 2 double bonds, 9 rotatable bonds, and 22 aromatic bonds.",CC(C)([NH3+])C(=O)NC(CCC(c1ccccc1)n1c(-c2ccccc2)nc2ccccc21)C(=O)N1CCCCC1
FunctionalGroup,"There is a molecule with 2 benzene ring groups, 2 amide groups, 1 thioether group, and 1 sulfide group.",CC(=O)NC(CSc1ccccc1)C(=O)NCc1ccccc1
AddComponent,Add a carboxyl to the molecule Cc1cc(C(=O)N2CCCCC2)ccc1NC(=O)CNC(=O)C1CC[NH+](C(C)C(=O)Nc2cc(C(=O)N3CCC(C)CC3)ccc2Cl)CC1.,Cc1cc(C(=O)N2CCCCC2)ccc1NC(=O)CNC(=O)C1CC[NH+](C(CC(=O)O)C(=O)Nc2cc(C(=O)N3CCC(C)CC3)ccc2Cl)CC1
SubComponent,Modify the molecule hydroxyl by substituting a NC(=O)C(CCC[NH+]=C(N)N)N(Cc1ccc(O)cc1)C(=O)c1ccc2ccccc2c1 with a carboxyl.,NC(=O)C(CCC[NH+]=C(N)N)N(Cc1ccc(C(=O)[OH])cc1)C(=O)c1ccc2ccccc2c1
DelComponent,Remove a CCNC(=O)C(=O)NCNC(=O)Nc1ccc(O)cc1 from the molecule benzene ring.,CCNC(=O)C(=O)NCNC(=O)NO
LogP,Please modify the molecule COc1ccc(C(=O)COC(=O)c2cc(F)ccc2Br)cc1F to decrease its LogP value.,COc1ccc(C(=O)COC(=O)c2cc(NO)ccc2Br)cc1F
MR,Optimize the molecule O=C(NO)c1ccc(OCc2cccc(Cl)c2)cc1 to have a higher MR value.,O=C(NO)c1ccc(OCc2cccc(Cl)c2)c(O)c1
QED,Modify the molecule Cn1c2c(c3ccccc31)C(c1ccc(Cl)cc1)C=CC2 to increase its QED value.,Cn1c2c(c3ccccc31)C(c1ccc(C#N)cc1)C=CC2
AtomNum,"The molecule contains 9 carbon atoms, 1 oxygen atom, 2 nitrogen atoms, and 1 sulfur atom.",C=C(C)CN(C)C(=O)c1cscn1
BondNum,"The molecule has 11 single bonds, 2 double bonds, 7 rotatable bonds, and 12 aromatic bonds.",COCCOc1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2)cc1Br
FunctionalGroup,"Please generate a molecule composed of 2 benzene ring groups, 1 amide group, 1 amine group, 3 halo groups, and 1 sulfone group.",CCOc1ccc(NS(=O)(=O)c2cc(NC(=O)Cn3ccc(C(F)(F)F)n3)ccc2C)cc1
AddComponent,Add a benzene ring to the molecule NC(=[NH2+])c1csc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)c1Cl.,NC(=[NH2+])c1csc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)C(c3ccccc3)C2)c1Cl
SubComponent,Modify the molecule Cc1nc(Cl)c(O)c(NC2CCN(C(=O)OC(C)(C)C)CC2)n1 by substituting a halo with a nitro.,Cc1nc(NO)c(O)c(NC2CCN(C(=O)OC(C)(C)C)CC2)n1
DelComponent,Remove a benzene ring from the molecule c1ccc(C2(c3ccc(N(c4cccc5ccccc45)c4cccc5c4oc4ccccc45)cc3)c3ccccc3-c3ccccc32)cc1.,c1ccc(C2(N(c3cccc4ccccc34)c3cccc4c3oc3ccccc34)c3ccccc3-c3ccccc32)cc1
LogP,Please optimize the molecule CC(C)C([NH3+])C1Cc2ccccc2S1 to have a higher LogP value.,CC(C)C([NH3+])C1(c2ccccc2)Cc2ccccc2S1
MR,Optimize the molecule CCC[NH2+]C1CCCCCC1CN(C)c1ccc(C)cc1 to have a lower MR value.,CCC[NH2+]C1CCCCCC1CN(C)C
QED,Please optimize the molecule Cc1cccc(-c2nnc(C(Cl)=Cc3ccc(N(C)C)cc3)o2)c1 to have a higher QED value.,Cc1cccc(-c2nnc(C(=Cc3ccc(N(C)C)cc3)C(=O)[OH])o2)c1
AtomNum,"There is a molecule with 22 carbon atoms, and 4 chlorine atoms.",CC12c3ccccc3C(C)(c3ccccc31)c1c(Cl)c(Cl)c(Cl)c(Cl)c12
BondNum,"Please generate a molecule composed of 43 single bonds, 8 double bonds, 25 rotatable bonds, and 12 aromatic bonds.",CCC(C)C(NC(=O)C(C)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C([NH3+])Cc1ccccc1)C(C)C)C(=O)NC(C(=O)[O-])C(C)C
FunctionalGroup,"The molecule consists of 1 benzene ring group, 1 ketone group, 1 ester group, 1 amide group, and 1 halo group.",CC(C)(C)C(=O)COC(=O)CCNC(=O)c1ccc(Br)cc1
AddComponent,Modify the molecule CCC(C)NC(=O)C(C)N(Cc1c(Cl)cccc1Cl)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccc(C)cc1 by adding a carboxyl.,CCC(C)NC(=O)C(C)N(Cc1c(Cl)cccc1Cl)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccc(C)cc1C(=O)O
SubComponent,Substitute a hydroxyl in the molecule Nc1ncnc2c1ncn2C1OC(C(=O)NCc2ccccc2)C(O)C1O with a nitro.,Nc1ncnc2c1ncn2C1OC(C(=O)NCc2ccccc2)C(NO)C1O
DelComponent,Modify the molecule hydroxyl by removing a OC(Cn1ccnc1)c1cccc(-c2ccccc2)c1.,c1ccc(-c2cccc(CCn3ccnc3)c2)cc1
LogP,Modify the molecule C[NH2+]C(COC1CCOC1)c1ccccc1 to decrease its LogP value.,C[NH2+]CCOC1CCOC1
MR,Please optimize the molecule Cc1ccc(-n2c(SCC=Cc3ccccc3)nnc2-c2ccncc2)cc1 to have a lower MR value.,Cn1c(SCC=Cc2ccccc2)nnc1-c1ccncc1
QED,Optimize the molecule C[NH2+]C(Cc1c(C)nn(C)c1Cl)c1ncc(Br)cc1Br to have a lower QED value.,C[NH2+]C(Cc1c(CO)nn(C)c1Cl)c1ncc(Br)cc1Br
AtomNum,"The molecule is composed of 24 carbon atoms, 3 oxygen atoms, 2 nitrogen atoms, 1 sulfur atom, and 2 chlorine atoms.",O=C(Cn1cc(S(=O)(=O)Cc2cccc(Cl)c2)c2ccccc21)NCc1ccccc1Cl
BondNum,"The molecule contains 17 single bonds, 3 double bonds, and 11 rotatable bonds.",C=CCCC1C(CCCC)C1CCOC(=O)NCC=C
FunctionalGroup,The molecule is composed of and 1 hydroxyl group.,CC(CO)C(C)[NH2+]C1CCCc2occc21
AddComponent,Add a benzene ring to the molecule C[NH+](C)CCc1ccc(NC(=O)c2cc(F)c(F)c([O-])c2F)cc1.,C[NH+](CCc1ccc(NC(=O)c2cc(F)c(F)c([O-])c2F)cc1)Cc1ccccc1
SubComponent,Substitute a CCOc1ccc(N2C(=O)C(=Cc3cn(CC(=O)NCc4ccco4)c4ccc(Br)cc34)N(CC(=O)OC)C2=S)cc1 in the molecule halo with a thiol.,CCOc1ccc(N2C(=O)C(=Cc3cn(CC(=O)NCc4ccco4)c4ccc(S)cc34)N(CC(=O)OC)C2=S)cc1
DelComponent,Modify the molecule amide by removing a CSCC(=O)N1CCCC(CCC(=O)N2CCCC2)C1.,CSC1CCCC1CCC(=O)N1CCCC1
LogP,Please optimize the molecule Cc1ccc2oc(=O)c3cc(C(=O)N4CC(C)CC(C)C4)sc3c2c1 to have a higher LogP value.,Cc1ccc2oc(=O)c3cc(C(=O)N4CC(C)CC(Cc5ccccc5)C4)sc3c2c1
MR,Please optimize the molecule COC(=O)C1CCCC[NH+]1CCOc1ccc(F)cc1 to have a higher MR value.,COC(=O)C1CCCC[NH+]1CC(N)Oc1ccc(F)cc1
QED,Please modify the molecule COCc1cc(NCC(C)(O)C(C)C)nc(C(C)(C)C)n1 to decrease its QED value.,CC(=O)C(C)(CNc1cc(COC)nc(C(C)(C)C)n1)C(C)C
AtomNum,"The molecule is composed of 20 carbon atoms, 5 oxygen atoms, and 1 nitrogen atom.",O=C(COC(=O)CCC1CCCCC1)NCC1COc2ccccc2O1
BondNum,"The molecule has 14 single bonds, 1 double bond, 2 rotatable bonds, and 5 aromatic bonds.",CC(C(=O)N1CC2CCC([NH3+])C2C1)n1cccn1
FunctionalGroup,"The molecule has 2 benzene ring groups, 1 ketone group, 1 amine group, 1 halo group, 1 thioether group, and 1 sulfide group.",Nn1c(CCc2ccccc2)nnc1SCC(=O)c1ccc(Br)cc1
AddComponent,Please add a carboxyl to the molecule Cc1ccc(S(=O)(=O)Cc2nc(-c3ccccc3)c3ccccc3n2)cc1.,Cc1ccc(S(=O)(=O)C(C(=O)O)c2nc(-c3ccccc3)c3ccccc3n2)cc1
SubComponent,Modify the molecule COCC(O)CN(C)C(=O)CSc1ccc2c(c1)CCC2 by substituting a hydroxyl with a nitro.,COCC(CN(C)C(=O)CSc1ccc2c(c1)CCC2)NO
DelComponent,Remove a amide from the molecule COc1ccc(NS(=O)(=O)c2ccc([O-])c(C(=O)OCC(=O)Nc3ncc(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)s3)c2)cc1.,COc1ccc(NS(=O)(=O)c2ccc([O-])c(C(=O)Oc3ncc(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)s3)c2)cc1
LogP,Optimize the molecule COc1cccnc1NC(=S)NC1(c2ccc(C)cc2)CCCC1 to have a higher LogP value.,COc1cccnc1NC(=S)C1(c2ccc(C)cc2)CCCC1
MR,Please modify the molecule C=C(C)N(C(=O)CCl)c1c(C)cccc1C to decrease its MR value.,C=C(C)N(C(=O)CO)c1c(C)cccc1C
QED,Optimize the molecule COCCNC(=O)N(CC[NH+](C)C)c1nc2ccc(OC(F)(F)F)cc2s1 to have a lower QED value.,COCCNC(=O)N(CC[NH+](C)C)c1nc2ccc(OC(F)(F)NO)cc2s1
AtomNum,"Please generate a molecule consisting 18 carbon atoms, 1 oxygen atom, 1 nitrogen atom, and 1 sulfur atom.",CC[NH2+]Cc1cc(COCC=Cc2ccccc2)c(C)s1
BondNum,"The molecule is composed of 11 single bonds, 1 double bond, 6 rotatable bonds, and 22 aromatic bonds.",COC(=O)c1cc(-c2cccc(OC(F)F)c2)nc2c1c(C)nn2Cc1ccccc1
FunctionalGroup,"Please generate a molecule with 3 benzene ring groups, and 1 hydroxyl group.",CCCCCC(C)(Pc1ccc(C)cc1C=Nc1ccccc1)c1cc(C(C)(C)C)cc(C)c1O
AddComponent,Modify the molecule O=C(OCC(=O)N1CCCCCCC1)c1cc(O)c2ccccc2c1O by adding a benzene ring.,O=C(OCC(=O)N1CCCCCC(c2ccccc2)C1)c1cc(O)c2ccccc2c1O
SubComponent,Substitute a hydroxyl in the molecule C[NH+]=C(NCCc1ccc(OC)c(OC)c1)NCc1ccc(C[NH+]2CCC(O)CC2)cc1 with a nitrile.,C[NH+]=C(NCCc1ccc(OC)c(OC)c1)NCc1ccc(C[NH+]2CCC(C#N)CC2)cc1
DelComponent,Please remove a CN(CC(=O)NC1CC1)C(=O)C[NH+]1CCN(Cc2ccc(Cl)s2)CC1 from the molecule halo.,CN(CC(=O)NC1CC1)C(=O)C[NH+]1CCN(Cc2cccs2)CC1
LogP,Modify the molecule C[NH2+]C1(C(N)=O)CCC(N(C)CC(F)(F)F)C1 to decrease its LogP value.,C[NH2+]C1(C(N)=O)CCC(N(C)CC(F)(F)C#N)C1
MR,Modify the molecule Oc1cccc(-c2cc(-c3ccsc3)nc3c2Cc2ccccc2-3)c1 to have a higher MR value.,O=C(O)c1c(-c2ccsc2)nc2c(c1-c1cccc(O)c1)Cc1ccccc1-2
QED,Modify the molecule COc1ccc2c(c1)N(C(=O)CCCN1C(=O)c3ccccc3C1=O)CCC2O to decrease its QED value.,COc1ccc2c(c1)N(C(=O)CCCN1C(=O)c3ccccc3C1=O)CCC2C(=O)[OH]
AtomNum,"There is a molecule with 19 carbon atoms, 6 oxygen atoms, and 2 nitrogen atoms.",COC(=O)c1ccccc1N(CC(=O)Nc1ccc2c(c1)OCO2)C(C)=O
BondNum,"There is a molecule with 8 single bonds, 2 double bonds, 3 rotatable bonds, and 6 aromatic bonds.",CC(C(C)(C)c1ccccc1O)S(C)(=O)=O
FunctionalGroup,"The molecule has 3 benzene ring groups, 1 hydroxyl group, 1 ketone group, 1 amine group, and 1 halo group.",CCN(CC)c1ccc(C2C(=C(O)c3ccccc3)C(=[NH2+])N(c3cccc(Br)c3)C3=C2C(=O)CCC3)cc1
AddComponent,Modify the molecule CCCSC1([N+](=O)[O-])C=CC(=N)C(NC(=[NH+]C(=O)OC)SC)=C1Cc1ccccc1 by adding a amine.,CCCSC1([N+](=O)[O-])C=CC(=N)C(NC(=[NH+]C(=O)OC)SC)=C1Cc1ccccc1N
SubComponent,Please substitute a halo in the molecule CCCCCOc1c(OC)c(Br)cc(Br)c1OC with a nitro.,CCCCCOc1c(OC)c(Br)cc(NO)c1OC
DelComponent,Please remove a CCc1cccc2nc(C(F)(F)F)n(C)c12 from the molecule halo.,CCc1cccc2nc(C(F)F)n(C)c12
LogP,Optimize the molecule CCCOc1ccc(C(=O)NC2CCCCCC2O)cc1 to have a higher LogP value.,CCCOc1ccc(C(=O)NC2CCCCCC2)cc1
MR,Optimize the molecule CCC(=O)NCC(=O)C(C)C(C)=O to have a lower MR value.,CCC(=O)C(C)C(C)=O
QED,Modify the molecule COc1ccc(OC)c(C2[NH2+]CC2(C)C)c1 to increase its QED value.,COc1ccc(OC)c(C2[NH2+]C(c3ccccc3)C2(C)C)c1
AtomNum,"Please generate a molecule composed of 11 carbon atoms, and 3 nitrogen atoms.",CCC[NH2+]Cc1cnn(CCC)c1C
BondNum,"The molecule is composed of 17 single bonds, 7 rotatable bonds, and 11 aromatic bonds.",CCCCOc1cc2nc(N(C)C)nc(N3CC[NH2+]CC3)c2cc1OC
FunctionalGroup,"The molecule is composed of 1 benzene ring group, 1 amine group, and 3 sulfone groups.",CS(=O)(=O)NC(Cc1ccc(OS(C)(=O)=O)c(OS(C)(=O)=O)c1)C(=O)[O-]
AddComponent,Please add a benzene ring to the molecule Cc1cc(C(C)([NH3+])c2cccc(Cl)c2)cs1.,Cc1cc(C(C)([NH3+])c2cc(Cl)ccc2-c2ccccc2)cs1
SubComponent,Please substitute a halo in the molecule COCCN(CC[NH3+])S(=O)(=O)c1cccc(C(F)(F)F)c1 with a hydroxyl.,COCCN(CC[NH3+])S(=O)(=O)c1cccc(C(O)(F)F)c1
DelComponent,Modify the molecule OC1CCc2cccc(C3CC[NH+](Cc4ccc(-c5ccc(F)cc5)cc4)CC3)c2N1 by removing a halo.,OC1CCc2cccc(C3CC[NH+](Cc4ccc(-c5ccccc5)cc4)CC3)c2N1
LogP,Please modify the molecule CC1(C)CC(n2c(N)nc3cc(Cl)cnc32)CC(C)(C)C1 to decrease its LogP value.,CC1(C)CC(n2c(N)nc3cc(C(=O)[OH])cnc32)CC(C)(C)C1
MR,Please optimize the molecule Cc1cc(C=C(C#N)C(=O)NCC2CCCO2)c(C)n1-c1ccc(N2CCCCC2)c([N+](=O)[O-])c1 to have a higher MR value.,Cc1cc(C=C(C#N)C(=O)NC(c2ccccc2)C2CCCO2)c(C)n1-c1ccc(N2CCCCC2)c([N+](=O)[O-])c1
QED,Please optimize the molecule O=S(=O)(c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2)N1CCCC1 to have a lower QED value.,CC(=O)c1ccc(C2Nc3ccc(S(=O)(=O)N4CCCC4)cc3C3C=CCC32)c(Cl)c1
AtomNum,"The molecule has 25 carbon atoms, 1 oxygen atom, and 4 nitrogen atoms.",Cc1ccccc1N1CC[NH+](CC(=O)N2CC[NH+](C(C)c3ccccc3)CC2)CC1
BondNum,"There is a molecule composed of 15 single bonds, 4 double bonds, 5 rotatable bonds, and 6 aromatic bonds.",COC(=O)Cc1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1F
FunctionalGroup,"Please generate a molecule composed of 1 benzene ring group, 1 ester group, 1 amide group, 1 halo group, 1 thioether group, and 1 sulfide group.",CCNC(=O)NC(=O)COC(=O)CCSc1ccc(F)cc1
AddComponent,Please add a amine to the molecule CC(C)Cc1ccc(C(O)C[NH2+]CC(C)CCO)cc1.,CC(CCO)C[NH2+]CC(O)c1ccc(C(N)C(C)C)cc1
SubComponent,Please substitute a nitro in the molecule CC(C)CC(NC(=O)C(CCCNC1NN1[N+](=O)[O-])NC(=O)CCCCCCC(=O)c1ccccc1)B1OC2CC3CC(C3(C)C)C2(C)O1 with a thiol.,CC(C)CC(NC(=O)C(CCCNC1NN1[SH]=O)NC(=O)CCCCCCC(=O)c1ccccc1)B1OC2CC3CC(C3(C)C)C2(C)O1
DelComponent,Please remove a amide from the molecule CCC(=O)N1CCc2ccc(OCc3ccc(C(=O)NCc4ccccn4)o3)cc2C1c1ccc(F)cc1.,CC1Cc2ccc(OCc3ccc(C(=O)NCc4ccccn4)o3)cc2C1c1ccc(F)cc1
LogP,Modify the molecule COC(=O)NCC(=O)Nc1ccccc1CCC(CO)N(CC(C)C)S(=O)(=O)c1ccc2ncsc2c1 to have a higher LogP value.,COC(=O)NCC(=O)Nc1ccccc1CCC(CS)N(CC(C)C)S(=O)(=O)c1ccc2ncsc2c1
MR,Optimize the molecule Cc1ccc(F)cc1CN(Cc1ccccn1)S(C)(=O)=O to have a higher MR value.,Cc1ccc(O)cc1CN(Cc1ccccn1)S(C)(=O)=O
QED,Modify the molecule CCOC(=O)c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1 to increase its QED value.,CCOC(=O)NC(=O)Nc1cc(C(F)(F)F)ccc1Cl
AtomNum,"There is a molecule composed of 30 carbon atoms, and 9 oxygen atoms.",CCCCCOC(=O)OC1(C(=O)COC(=O)OCC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
BondNum,"The molecule has 6 single bonds, 1 double bond, 1 triple bond, 2 rotatable bonds, and 6 aromatic bonds.",N#Cc1c(C=O)cc(I)nc1C(F)F
FunctionalGroup,"The molecule consists of 3 benzene ring groups, 1 amide group, 1 amine group, 2 halo groups, and 1 sulfide group.",CCCN1C(=O)C(=Cc2ccc(OCc3ccc(F)cc3)c(OCC)c2)SC1=[NH+]c1ccc(Cl)cc1
AddComponent,Modify the molecule CCOC(=O)c1c(C(=O)c2ccc(C(F)(F)F)cc2)c(C2CCCC2)nc2c1C(O)CC(C)(C)C2 by adding a nitrile.,CCOC(=O)c1c(C(=O)c2ccc(C(F)(F)F)cc2)c(C2CCCC2)nc2c1C(O)CC(C)(CC#N)C2
SubComponent,Modify the molecule halo by substituting a C=CCOc1cccc(NC(=O)c2ccc(C)c(Br)c2)c1 with a hydroxyl.,C=CCOc1cccc(NC(=O)c2ccc(C)c(O)c2)c1
DelComponent,Please remove a CC(C)(C)OC(=O)N1CCN(C(=O)Cc2ccc(S(=O)(=O)N3CCCC3)s2)CC1 from the molecule amide.,CC(C)(C)OC(=O)N1CCC(c2ccc(S(=O)(=O)N3CCCC3)s2)C1
LogP,Optimize the molecule N#CCCC(C#N)Cn1nc(-c2ccccc2)cc(C(F)(F)F)c1=O to have a lower LogP value.,N#CCCC(C#N)Cn1nc(-c2ccccc2)cc(C(F)F)c1=O
MR,Modify the molecule CC(=O)Nc1ccc(Cl)c(Cl)c1C(=O)N(CCc1cccc(C(F)(F)F)c1)Cc1ccc(C2CC2)cc1 to decrease its MR value.,CC(=O)Nc1ccc(Cl)c(Cl)c1C(=O)N(CCc1cccc(C(F)F)c1)Cc1ccc(C2CC2)cc1
QED,Optimize the molecule COc1ccc(OC)c(-c2csc(NC(=O)c3cccnc3Sc3ccccc3)n2)c1 to have a higher QED value.,COc1ccc(OC)c(-c2csc(NC(=O)c3cccnc3S)n2)c1
AtomNum,"There is a molecule composed of 24 carbon atoms, 7 oxygen atoms, 4 nitrogen atoms, 1 sulfur atom, and 2 phosphorus atoms.",CCOP(=O)([O-])C(Nc1nc(-c2cccc(C(=O)Nc3ccccc3)c2)nc2sccc12)P(=O)([O-])OCC
BondNum,"The molecule is composed of 11 single bonds, 7 rotatable bonds, and 6 aromatic bonds.",CC[NH+](CC(O)c1ccccc1)C(C)COC
FunctionalGroup,"The molecule contains 1 benzene ring group, 1 hydroxyl group, 1 amide group, and 1 halo group.",[NH3+]C1(C(=O)N2CCC(C(O)c3ccc(F)cc3)CC2)CC1
AddComponent,Add a amine to the molecule COC(=O)CCNC(=O)N1CCC(OCC2CCN(C(=O)OC(C)(C)C)CC2)CC1.,COC(=O)CCNC(=O)N1CCC(N)(OCC2CCN(C(=O)OC(C)(C)C)CC2)CC1
SubComponent,Modify the molecule nitro by substituting a Cc1nn(Cc2ccc(C=CC(=O)c3nn(C)cc3[N+](=O)[O-])o2)c(C)c1[N+](=O)[O-] with a thiol.,Cc1nn(Cc2ccc(C=CC(=O)c3nn(C)cc3[SH]=O)o2)c(C)c1[N+](=O)[O-]
DelComponent,Please remove a benzene ring from the molecule C=C(C)[NH+]1CCc2nc(C3CCC3)c(-c3nn[n-]n3)c(-c3cccc(Cl)c3)c2C1.,C=C(C)[NH+]1CCc2nc(C3CCC3)c(-c3nn[n-]n3)c(Cl)c2C1
LogP,Please optimize the molecule Cc1nc(-c2ncn[nH]2)sc1C(=O)N1CCCC(C(F)(F)F)C1 to have a lower LogP value.,Cc1nc(-c2ncn[nH]2)sc1C(=O)N1CCCC(C(O)(F)F)C1
MR,Please optimize the molecule COCC(C)Nc1cccc(OC(F)F)c1 to have a lower MR value.,COCC(C)Nc1cccc(OCF)c1
QED,Please optimize the molecule CC(C)CCC(C)[NH2+]CCSCc1ccccc1 to have a lower QED value.,CC(CCC(C)(C)c1ccccc1)[NH2+]CCSCc1ccccc1
AtomNum,"There is a molecule composed of 12 carbon atoms, 2 oxygen atoms, 2 nitrogen atoms, 1 sulfur atom, and 1 bromine atom.",Cc1cc(C)c(Nc2scnc2C(=O)[O-])c(Br)c1
BondNum,"The molecule has 5 single bonds, 5 rotatable bonds, and 49 aromatic bonds.",c1ccc(-c2ccc3ccc4c(-c5cccc(-c6cc(-c7ccncc7)cc(-c7cccnc7)c6)c5)ccc5ccc2c3c54)nc1
